F5;F7;F10;F9
100060;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100073;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100073;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100073;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100087;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jul-18
100087;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jun-18
100087;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;ago-18
100094;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100094;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100094;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100106;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jul-18
100106;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jun-18
100106;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;ago-18
100109;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jul-18
100109;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jun-18
100109;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;ago-18
100120;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100120;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100120;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100123;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100123;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100123;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100146;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100146;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100146;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100156;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jul-18
100156;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jun-18
100156;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;ago-18
100167;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100167;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100167;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100178;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jul-18
100178;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jun-18
100178;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;ago-18
100229;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100229;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100229;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100231;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100231;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100231;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100236;5D1261;PREVENTIVA - 30402001  / CALLE 26;jul-18
100236;5D1261;PREVENTIVA - 30402001  / CALLE 26;jun-18
100236;5D1261;PREVENTIVA - 30402001  / CALLE 26;ago-18
100237;5D1261;PREVENTIVA - 30402001  / FONTIBON;jul-18
100237;5D1261;PREVENTIVA - 30402001  / FONTIBON;jun-18
100237;5D1261;PREVENTIVA - 30402001  / FONTIBON;ago-18
100242;5D1261;PREVENTIVA - 30402001  / FONTIBON;jul-18
100242;5D1261;PREVENTIVA - 30402001  / FONTIBON;jun-18
100242;5D1261;PREVENTIVA - 30402001  / FONTIBON;ago-18
100277;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100277;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100277;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100283;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100283;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100283;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100295;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100295;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100295;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100301;5D1261;PREVENTIVA - 30402001  / CALLE 94;jul-18
100301;5D1261;PREVENTIVA - 30402001  / CALLE 94;jun-18
100301;5D1261;PREVENTIVA - 30402001  / CALLE 94;ago-18
100302;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100302;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100302;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100318;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100318;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100318;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100358;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100358;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100358;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100364;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICIOS CALLE 134;jul-18
100364;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICIOS CALLE 134;jun-18
100364;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICIOS CALLE 134;ago-18
100379;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100379;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100379;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100380;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100380;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100380;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100383;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jul-18
100383;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jun-18
100383;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;ago-18
100388;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100388;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100388;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100436;5D1261;PREVENTIVA - 30402001  / CALLE 26;jul-18
100436;5D1261;PREVENTIVA - 30402001  / CALLE 26;jun-18
100436;5D1261;PREVENTIVA - 30402001  / CALLE 26;ago-18
100437;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;jul-18
100437;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;jun-18
100437;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;ago-18
100441;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100441;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100441;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100442;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100442;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100442;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100443;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jul-18
100443;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jun-18
100443;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;ago-18
100445;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100445;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100445;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100447;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100447;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100447;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100458;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100458;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100458;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100463;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100463;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100463;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100468;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100468;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100468;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100470;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jul-18
100470;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;jun-18
100470;5D1261;CONSULTORIO SALUD ORAL - 30402090  / ACUEDUCTO;ago-18
100475;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100475;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100475;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100478;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100478;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100478;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100493;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jul-18
100493;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jun-18
100493;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;ago-18
100494;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100494;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100494;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100499;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jul-18
100499;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jun-18
100499;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;ago-18
100518;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100518;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100518;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100520;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SOCIEDAD MEDICA INTEGRAL;jul-18
100520;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SOCIEDAD MEDICA INTEGRAL;jun-18
100520;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SOCIEDAD MEDICA INTEGRAL;ago-18
100523;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100523;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100523;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100524;5D1261;PREVENTIVA - 30402001  / FONTIBON;jul-18
100524;5D1261;PREVENTIVA - 30402001  / FONTIBON;jun-18
100524;5D1261;PREVENTIVA - 30402001  / FONTIBON;ago-18
100525;5D1261;PREVENTIVA - 30402001  / CALLE 26;jul-18
100525;5D1261;PREVENTIVA - 30402001  / CALLE 26;jun-18
100525;5D1261;PREVENTIVA - 30402001  / CALLE 26;ago-18
100529;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jul-18
100529;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jun-18
100529;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;ago-18
100539;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;jul-18
100539;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;jun-18
100539;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;ago-18
100545;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100545;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100545;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100550;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100550;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100550;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100554;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100554;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100554;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100583;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 94;jul-18
100583;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 94;jun-18
100583;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 94;ago-18
100608;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SEDE KENNEDY;jul-18
100608;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SEDE KENNEDY;jun-18
100608;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SEDE KENNEDY;ago-18
100647;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 94;jul-18
100647;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 94;jun-18
100647;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 94;ago-18
100648;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100648;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100648;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100650;5D1261;PREVENTIVA - 30402001  / SEDE KENNEDY;jul-18
100650;5D1261;PREVENTIVA - 30402001  / SEDE KENNEDY;jun-18
100650;5D1261;PREVENTIVA - 30402001  / SEDE KENNEDY;ago-18
100652;5D1261;PREVENTIVA - 30402001  / AUTOPISTA SUR - 1100220;jul-18
100652;5D1261;PREVENTIVA - 30402001  / AUTOPISTA SUR - 1100220;jun-18
100652;5D1261;PREVENTIVA - 30402001  / AUTOPISTA SUR - 1100220;ago-18
100656;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jul-18
100656;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;jun-18
100656;5D1261;PREVENTIVA - 30402001  / CALLE 153 - CARRERA 59 152B-79;ago-18
100658;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;jul-18
100658;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;jun-18
100658;5D1261;PREVENTIVA - 30402001  / ACUEDUCTO;ago-18
100681;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100681;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100681;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100684;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100684;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100684;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100690;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100690;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100690;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100706;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100706;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100706;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100737;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jul-18
100737;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jun-18
100737;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;ago-18
100756;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jul-18
100756;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;jun-18
100756;5D1261;CONSULTORIO SALUD ORAL - 30402090  / 1RA DE MAYO;ago-18
100759;5D1261;PREVENTIVA - 30402001  / CALLE 42;jul-18
100759;5D1261;PREVENTIVA - 30402001  / CALLE 42;jun-18
100759;5D1261;PREVENTIVA - 30402001  / CALLE 42;ago-18
100764;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100764;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100764;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100768;5D1261;PREVENTIVA - 30402001  / CALLE 94;jul-18
100768;5D1261;PREVENTIVA - 30402001  / CALLE 94;jun-18
100768;5D1261;PREVENTIVA - 30402001  / CALLE 94;ago-18
100806;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jul-18
100806;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;jun-18
100806;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 26;ago-18
100816;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100816;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100816;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100844;5D1261;PREVENTIVA - 30402001  / 1RA DE MAYO;jul-18
100844;5D1261;PREVENTIVA - 30402001  / 1RA DE MAYO;jun-18
100844;5D1261;PREVENTIVA - 30402001  / 1RA DE MAYO;ago-18
100860;5D1261;PREVENTIVA - 30402001  / FONTIBON;jul-18
100860;5D1261;PREVENTIVA - 30402001  / FONTIBON;jun-18
100860;5D1261;PREVENTIVA - 30402001  / FONTIBON;ago-18
100864;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;jul-18
100864;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;jun-18
100864;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;ago-18
100879;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100879;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100879;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100888;5D1261;PREVENTIVA - 30402001  / UNIDAD DE SERVICIOS FACATATIVA;jul-18
100888;5D1261;PREVENTIVA - 30402001  / UNIDAD DE SERVICIOS FACATATIVA;jun-18
100888;5D1261;PREVENTIVA - 30402001  / UNIDAD DE SERVICIOS FACATATIVA;ago-18
100891;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100891;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100891;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100902;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICIOS FACATATIVA;jul-18
100902;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICIOS FACATATIVA;jun-18
100902;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICIOS FACATATIVA;ago-18
100907;5D1261;PREVENTIVA - 30402001  / UNIDAD DE SERVICIOS FACATATIVA;jul-18
100907;5D1261;PREVENTIVA - 30402001  / UNIDAD DE SERVICIOS FACATATIVA;jun-18
100907;5D1261;PREVENTIVA - 30402001  / UNIDAD DE SERVICIOS FACATATIVA;ago-18
100913;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;jul-18
100913;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;jun-18
100913;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;ago-18
100921;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SOCIEDAD MEDICA INTEGRAL;jul-18
100921;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SOCIEDAD MEDICA INTEGRAL;jun-18
100921;5D1261;CONSULTORIO SALUD ORAL - 30402090  / SOCIEDAD MEDICA INTEGRAL;ago-18
100941;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICOS AMBULATORIOS ZIPAQUIRA;jul-18
100941;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICOS AMBULATORIOS ZIPAQUIRA;jun-18
100941;5D1261;CONSULTORIO SALUD ORAL - 30402090  / UNIDAD DE SERVICOS AMBULATORIOS ZIPAQUIRA;ago-18
100945;5D1261;PREVENTIVA - 30402001  / CALLE 94;jul-18
100945;5D1261;PREVENTIVA - 30402001  / CALLE 94;jun-18
100945;5D1261;PREVENTIVA - 30402001  / CALLE 94;ago-18
100946;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;jul-18
100946;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;jun-18
100946;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CHIA;ago-18
100947;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jul-18
100947;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;jun-18
100947;5D1261;CONSULTORIO SALUD ORAL - 30402090  / CALLE 42;ago-18
100948;5D1261;PREVENTIVA - 30402001  / SOCIEDAD MEDICA INTEGRAL;jul-18
100948;5D1261;PREVENTIVA - 30402001  / SOCIEDAD MEDICA INTEGRAL;jun-18
100948;5D1261;PREVENTIVA - 30402001  / SOCIEDAD MEDICA INTEGRAL;ago-18
100949;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100949;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100949;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100953;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100953;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100953;5D1261;PREVENTIVA - 30402001  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
100980;5D1261;PREVENTIVA - 30402001  / CALLE 26;jul-18
100980;5D1261;PREVENTIVA - 30402001  / CALLE 26;jun-18
100980;5D1261;PREVENTIVA - 30402001  / CALLE 26;ago-18
100982;5D1261;PREVENTIVA - 30402001  / CALLE 26;jul-18
100982;5D1261;PREVENTIVA - 30402001  / CALLE 26;jun-18
100982;5D1261;PREVENTIVA - 30402001  / CALLE 26;ago-18
100988;5D1261;PREVENTIVA - 30402001  / CALLE 98;jul-18
100988;5D1261;PREVENTIVA - 30402001  / CALLE 98;jun-18
100988;5D1261;PREVENTIVA - 30402001  / CALLE 98;ago-18
100990;5D1261;PREVENTIVA - 30402001  / AUTOPISTA SUR - 1100220;jul-18
100990;5D1261;PREVENTIVA - 30402001  / AUTOPISTA SUR - 1100220;jun-18
100990;5D1261;PREVENTIVA - 30402001  / AUTOPISTA SUR - 1100220;ago-18
101054;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;jul-18
101054;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;jun-18
101054;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;ago-18
100576;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
100576;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
100576;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101002;4K1531;DIAGNÓSTICA - 30402002  / CALLE 94;jul-18
101002;4K1531;DIAGNÓSTICA - 30402002  / CALLE 94;jun-18
101002;4K1531;DIAGNÓSTICA - 30402002  / CALLE 94;ago-18
101040;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;jul-18
101040;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;jun-18
101040;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;ago-18
101042;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;jul-18
101042;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;jun-18
101042;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / CALLE 42;ago-18
101047;4K1531;DIAGNÓSTICA - 30402002  / CALLE 98;jul-18
101047;4K1531;DIAGNÓSTICA - 30402002  / CALLE 98;jun-18
101047;4K1531;DIAGNÓSTICA - 30402002  / CALLE 98;ago-18
101070;4K1531;DIAGNÓSTICA - 30402002  / SOCIEDAD MEDICA INTEGRAL;jul-18
101070;4K1531;DIAGNÓSTICA - 30402002  / SOCIEDAD MEDICA INTEGRAL;jun-18
101070;4K1531;DIAGNÓSTICA - 30402002  / SOCIEDAD MEDICA INTEGRAL;ago-18
101072;4K1531;DIAGNÓSTICA - 30402002  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jul-18
101072;4K1531;DIAGNÓSTICA - 30402002  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;jun-18
101072;4K1531;DIAGNÓSTICA - 30402002  / SUBA INTEGRAL CALLE 139 94-55 NUEVA;ago-18
101085;;DIAGNÓSTICA - 30402002  / CALLE 94;jul-18
101085;;DIAGNÓSTICA - 30402002  / CALLE 94;jun-18
101085;;DIAGNÓSTICA - 30402002  / CALLE 94;ago-18
101094;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / 1RA DE MAYO;jul-18
101094;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / 1RA DE MAYO;jun-18
101094;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / 1RA DE MAYO;ago-18
101114;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / UNIDAD DE SERVICIOS CALLE 134;jul-18
101114;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / UNIDAD DE SERVICIOS CALLE 134;jun-18
101114;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / UNIDAD DE SERVICIOS CALLE 134;ago-18
101117;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / SOCIEDAD MEDICA INTEGRAL;jul-18
101117;4K1531;ODONTOLOGIA GENERAL POS - 30402032  / SOCIEDAD MEDICA INTEGRAL;jun-18
